,Minas Gerais - IDH,Minas Gerais - Consumo de Cimento (t),Minas Gerais - value,Minas Gerais - Produção de Cimento (t),Minas Gerais - Desemprego,Minas Gerais - PIB - Estadual,Minas Gerais - PIB - Construção Civil,Minas Gerais - PIB - Per Capita,Minas Gerais - PIB - Preços de Mercado,Contratação Comercial (Bi R$),Contratação  Home equity (Bi R$),Contratação  Livre (Bi R$),Contratação  FGTS (Bi R$),Contratação  SFH (Bi R$),Contratação Jurídico Comercial (Bi R$),Contratação Jurídico FGTS (Bi R$),Contratação Jurídico Livre (Bi R$),Contratação Jurídico SFH (Bi R$),Direcionamento Aquisição (R$),Direcionamento Construção (R$),Direcionamentos Reformas e Ampliações (R$),Direcionamento Aplicação (R$),Ativos Problemáticos - Comercial (R$),Ativos Problemáticos - Home equity (R$),Ativos Problemáticos - Livre (R$),Ativos Problemáticos - SFH (R$),Ativos Problemáticos - FGTS (R$),Ativos Problemáticos P.Jurídica - Comercial (R$),Ativos Problemáticos P.Jurídica - Home equity (R$),Ativos Problemáticos P.Jurídica - Livre (R$),Ativos Problemáticos P.Jurídica - SFH (R$),Carteira de Crédito - Comercial (R$),Carteira de Crédito – Home equity (R$),Carteira de Crédito – Livre (R$),Carteira de Crédito - FGTS (R$),Carteira de Crédito - SFH  (R$),Carteira de Crédito P.Jurídica - Comercial (R$),Carteira de Crédito P.Jurídica - Home equity (R$),Carteira de Crédito P.Jurídica -  Livre (R$),Carteira de Crédito  P.Jurídica - FGTS (R$),Inadimplência - SFH (%),Inadimplência - FGTS (%),Inadimplência - Livre (%),Inadimplência - Comercial (%),Inadimplência - Home equity (%),Inadimplência P.Jurídica - SFH (%),Inadimplência P.Jurídica - FGTS (%),Inadimplência P.Jurídica - Livre (%),Inadimplência P.Jurídica - Comercial (%),Poupança e Empréstimo - SBPE (R$), Títulos - LH (R$), Títulos – LIG (R$), Títulos – CRI (R$), Títulos – LCI (R$), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%)
2011-11,0.770444403836656,577.717,0.4899548104481698,1214.7801135706025,8.889384540680723,333157769.2473375,18409890.65596181,14.423105731072386,284694526.61529005,36658727.2746801,288079611.3822376,2610296868.7342834,2353681368.761782,5903703869.437504,321250188.9712898,0.0,707837685.1068398,817880087.754302,236260170695.92465,16320355437.489792,741136770.8216828,294584411839.1417,0.0,435144191.6303143,847338713.5040461,7529457183.455587,7967639211.866156,17022640.14015553,0.0,47490892.297380745,90594501.49705328,128208937.74262984,10502913687.235395,64287839221.72487,104762168775.03432,150620922149.89838,1694368463.3896475,0.0,24645309460.3289,26057762916.67073,1.3214421082410488,2.423988961081445,0.975832799673342,0.7787338484866334,3.210129033317021,0.0,0.0,0.3401630360060614,0.0,452728390543.1653,1339696106.8439498,0.0,35896551851.45064,99904268802.79466,0.4639560877440755,-9968.453886702957,2.074663694821419,0.9095885485065074,0.5203108881755449,193046738.45765385,7810383.113477174,0.6075073462033619
2011-12,0.7705138133661396,490.78,0.4922218036892692,1213.5359319122651,8.979841792114884,333633994.7539884,18401241.445012093,14.421545530456283,284723492.5256189,36841085.138863176,287445149.9967563,2597884937.1859074,2383587831.9154696,5879852450.564142,317364847.83805764,0.0,702000784.0139093,811522260.3275096,239027183681.79852,16516211306.863934,740989580.8880657,297013630440.0306,0.0,448342368.2689731,871798155.577275,7582775950.354693,8027598908.536353,17026296.051925104,0.0,45713922.87905991,95111802.6810925,148080511.3827479,10535776426.71296,64328875307.67511,106144578693.69476,152418379940.73267,1690732990.3242674,0.0,24720950068.395832,26111200281.5299,1.323465384260517,2.418065311962972,0.9842413642877154,0.7875368183560811,3.241826455083218,0.0,0.0,0.3432004348872877,0.0,455491515404.5625,1338551904.505054,0.0,36358787352.40529,101330047676.84564,0.4721630104203435,-9986.589161982563,2.076644486808949,0.9509558872325296,0.5250917546367961,193152470.9777836,7812759.248743567,0.5951869340064411
2012-1,0.7705832228956231,523.094,0.493657733461217,1215.6080950624466,9.070299043549044,334110220.2606393,18392592.23406237,14.41998532984018,284752458.43594784,37037536.219160855,286739641.86976904,2584413521.953334,2413887508.35648,5853573685.681762,313236714.57752854,0.0,695785434.9146533,804795544.3543236,241841261334.58795,16716272519.702473,740816444.0066227,299436476303.4154,0.0,462063436.14736414,897056543.4093941,7636166782.522019,8087993592.660402,17029974.262018643,0.0,44043919.70736337,100159050.0716095,168869656.76093355,10569208018.579346,64378465557.200485,107558705677.66098,154240210942.64658,1686295974.3059788,0.0,24796755066.837566,26163464042.740986,1.3256955424225862,2.411928108188427,0.9933136578988416,0.7964127887361889,3.27519303310952,0.0,0.0,0.3469805529782468,0.0,458195777314.7768,1337293588.853361,0.0,36829462539.10959,102802551228.46396,0.4733415062904513,-10404.150759011012,2.0905714352596823,0.7067068004037954,0.5361604483491258,193258203.49791336,7815135.384009959,0.6110671295983301
2012-2,0.7707261619435093,538.5,0.494862688781092,1218.7605811907724,9.10856314115745,334502758.07823217,18377091.756028537,14.417243178896332,284752293.98274803,37248310.99227643,285961866.993985,2569864865.6771755,2444582791.1275883,5824826172.553906,308861907.13701904,365357.8924141601,689185547.974428,797694123.5063884,244702794353.2898,16920583221.662296,740616897.1643955,301852392727.67566,0.0,476315064.0632498,923124928.7309954,7689622994.988549,8148820703.322979,17033674.58369667,0.0,42483220.127792776,105745430.71068788,190590113.128098,10603213853.1445,64436763905.342766,109004899711.98589,156086552051.9789,1681042948.6775775,0.0,24872713966.57485,26214522459.54035,1.3281361219620864,2.405574278062809,1.0030606797681618,0.805361557739438,3.3102548632705417,0.0,0.0,0.3515168579417449,0.0,460839569330.60944,1335919213.1371078,0.0,37308653542.60191,104322424472.31856,0.476080947409229,-9928.241624071832,2.1011962123086314,0.7404291834197307,0.547043585265198,193353913.43027985,7816645.273799296,0.5998092162889704
2012-3,0.7708691009913956,629.774,0.4958333555839879,1220.2744084049623,9.146827238765855,334895295.895825,18361591.277994704,14.414501027952486,284752129.5295483,37473639.93491314,285110605.36211354,2554221210.998045,2475676073.271569,5793568508.944119,304236543.46384573,2308152.5772912577,682195033.3585899,790212181.4553484,247612173436.9011,17129187558.40029,740390477.3484253,304260823011.1908,0.0,491104920.8143942,950014363.2726712,7743137902.785263,8210077679.608761,17037396.830219712,0.0,41034161.48585016,111880131.64041078,213255619.7351524,10637799320.718374,64503924287.14372,110483510781.72238,157957540165.06854,1674959446.7818582,0.0,24948816278.52845,26264343791.164387,1.3307906621138472,2.399000749891115,1.0134934291571165,0.8143829234783089,3.3470380414409,0.0,0.0,0.3568228174405872,0.0,463421284508.8613,1334426830.6045344,0.0,37796436493.920654,105890312423.07845,0.4859216468538039,-9880.218215766452,2.117529533577395,0.8195461604428426,0.5760461169470958,193449623.3626464,7818155.163588634,0.5994875672440965
2012-4,0.7710120400392818,565.656,0.4967659051106436,1217.9371815628688,9.185091336374263,335287833.71341795,18346090.799960867,14.41175887700864,284751965.0763485,37713753.52377428,284184636.9668638,2537464800.556556,2507169747.8311963,5759759292.615942,299356741.505325,4349733.466246419,674807801.2324958,782343901.8728483,250569789284.4192,17342129675.573338,740136721.545754,306661210452.34064,207972.123822351,506440675.1985597,977735898.7650146,7796704820.943146,8271761960.6024275,17041140.814848293,0.0,39699081.12703735,118572339.90286136,236879915.8330076,10672969811.610914,64580100637.645096,111994888871.9234,159853312178.25427,1668031001.9616156,0.0,25025051513.619102,26312896296.84946,1.3336627021126988,2.3922044519783445,1.0246229053271465,0.8234766840652834,3.385568663495212,0.0,0.0,0.3629118991375779,0.0,465939315906.3337,1332814494.5038788,0.0,38292887524.10422,107506860095.41258,0.495982472496991,-10098.092464217463,2.1289644149802243,0.6810678508344918,0.5748028697718967,193545333.2950128,7819665.053377971,0.6070633278923643
2012-5,0.7711549790871681,623.271,0.4997253113817448,1216.2818690478937,9.22335543398267,335680371.5310108,18330590.321927037,14.409016726064792,284751800.6231487,37968882.23556313,283182741.8009452,2519577876.993323,2539066207.849245,5723357121.332918,294218619.2087738,6491582.454554044,667017761.7615018,774083468.430532,253576032594.84085,17559453718.838326,739855166.743423,309052998349.5045,684428.1045200881,522329996.01351017,1006300586.938618,7850317064.493179,8333870985.388653,17044906.350842934,0.0,38480316.39685619,125831242.54012264,261476740.67257532,10708730716.132069,64665446891.88866,113539383967.64188,161774004987.875,1660243147.5596454,0.0,25101409182.767563,26360148235.831955,1.3367557811934705,2.385182312629494,1.0364601075396924,0.832642637612842,3.4258728253080943,0.0,0.0,0.3697975706955236,0.0,468392056579.8276,1331080258.0833795,0.0,38798082764.19096,109172712503.98991,0.4931284401808382,-9610.545103294866,2.157948049971086,0.5439273938364722,0.5455839993066408,193641043.2273793,7821174.943167307,0.6337829017520761
2012-6,0.7712979181350543,586.932,0.5029167462560343,1213.2479545990643,9.261619531591077,336072909.34860367,18315089.8438932,14.406274575120946,284751636.16994894,38239256.546982944,282103699.85706675,2500542682.948956,2571367846.368492,5684320592.858592,288818294.52150846,8735181.437488608,658818825.1109647,765425064.8000441,256631294067.16345,17781203833.85214,739545349.9284738,311435630001.062,1182121.1840883708,538780552.0570086,1035719479.5240736,7903967948.466347,8396402193.052115,17048693.251464162,0.0,37380204.64080852,133666026.59427834,287059833.5047667,10745087424.591787,64760116984.9162,115117346053.93073,163719755490.26953,1651581416.9187417,0.0,25177878796.89459,26406067867.34824,1.3400734385909927,2.377931260149564,1.049016035056195,0.8418805822334654,3.467976622754162,0.0,0.0,0.3774932997772293,0.0,470777899586.144,1329222174.591276,0.0,39312098345.2193,110888514663.47946,0.4947842743091953,-9553.334932170872,2.190346510129612,0.5485345391500699,0.5142239683724931,193736753.15974572,7822684.832956645,0.6091979248637831
2012-7,0.7714408571829405,634.043,0.5042086493167157,1212.069522367271,9.299883629199485,336465447.1661966,18299589.365859367,14.4035324241771,284751471.71674913,38525106.93473701,280946291.127938,2480341461.0640707,2604077056.43171,5642608304.956507,283151885.39084566,11082012.310324503,650204901.446241,756362874.6530292,259735964400.38403,18007424166.271667,739206808.0879481,313808548705.3927,1701356.0110472376,555800012.126818,1066003628.2519746,7957650787.893631,8459353022.677492,17052501.329972498,0.0,36401083.20439649,142085879.10741162,313642933.5804926,10782045327.300018,64864264851.769455,116729125115.84286,165690700581.7767,1642031343.3816998,0.0,25254449866.92093,26450623450.63469,1.343619213540095,2.370448222843551,1.062301687138095,0.8511903160396355,3.5119061517080308,0.0,0.0,0.3860125540454993,0.0,473095237982.0841,1327238297.275806,0.0,39835010398.22761,112654911588.55016,0.4943665113324502,-9513.302050841186,2.214523649851895,0.5506897392060969,0.4886763343071003,193832463.09211224,7824194.722745982,0.6098789200190179
2012-8,0.7715837962308268,681.586,0.5080437824177294,1207.937044240848,9.33814772680789,336857984.98378944,18284088.887825534,14.400790273233254,284751307.2635493,38826663.87552861,279709295.6062679,2458956453.97928,2637196231.081674,5598178855.390206,277215509.7641018,13533556.9683363,641169900.9326873,746891081.6611316,262890434293.49963,18238158861.75379,738839078.2088872,316171197760.8761,2242437.2339166934,573396045.0207019,1097164084.8529134,8011358897.806013,8522720913.349461,17056330.399628468,12942559.00610602,35545289.43312156,151099987.12160516,341239780.15066403,10819609814.56671,64978044427.49021,118375071138.43118,167686977158.73535,1631578460.2913146,0.0,25331111903.76733,26493783244.92768,1.3473966452756072,2.362730129016453,1.0763280630468328,0.8605716371438323,3.557687508044319,0.0,0.0,0.39536880116314,0.0,475342464824.449,1325126679.385208,0.0,40366895054.25429,114472548293.871,0.4915042848216534,-9248.591121065274,2.219844415701115,0.6454078839920825,0.4575820419650054,193928173.0244788,7825704.612535319,0.5983134710296607
2012-9,0.771726735278713,614.072,0.5113169934898374,1201.913020478141,9.376411824416296,337250522.8013823,18268588.4097917,14.398048122289406,284751142.8103496,39144157.846061,278391493.284766,2436369904.335196,2670727763.3611603,5550990841.923231,271005285.5885936,16091297.306798412,631707733.7356601,737003869.4959958,266095094445.5074,18473452065.9554,738441697.2783328,318523020465.89185,2805669.5012167506,591576319.5364231,1129211901.0574825,8065085593.234478,8586503304.152697,17060180.273692593,27816869.66358614,34815160.67248583,160717537.67894304,369864112.46619314,10857786276.701809,65101609647.12022,120055534106.74866,169708722117.4843,1620208300.990381,0.0,25407854418.35456,26535515509.46359,1.3514092730323592,2.3547739069732687,1.0911061620438496,0.8700243436585375,3.6053467876376426,0.0,0.0,0.4055755087929558,0.0,477517973170.0397,1322885374.1677215,0.0,40907828444.33771,116342069794.11096,0.495333786512332,-8953.98283753283,2.23523857379288,0.7409720966684825,0.4292143004039244,194023882.9568452,7827214.502324657,0.5963880599560772
2012-10,0.7718696743265994,650.068,0.5142216507120998,1198.0472483465292,9.414675922024704,337643060.6189752,18253087.931757867,14.39530597134556,284750978.3571498,39477819.32303747,276991664.1561414,2412564054.7724338,2704674046.3129416,5501002862.319127,264517330.8116376,18756715.22098528,621812310.0205157,726695421.8292661,269350335555.4044,18713347924.53338,738014202.2833265,320863460118.8193,3391357.461467413,610348504.4717455,1162158128.5962744,8118824189.210009,8650697634.171879,17064050.765425403,43349326.512669176,34213034.267991066,170947717.8215083,399529669.7779897,10896580104.015266,65235114445.70123,121770864005.84816,171756072354.36243,1607906398.8216949,0.0,25484666921.603355,26575788503.478794,1.3556606360451813,2.3465764850189963,1.1066469833905856,0.8795482336962319,3.654910086362617,0.0,0.0,0.4166461445977527,0.0,479620156075.6572,1320512434.8715844,0.0,41457886699.51627,118264121103.93896,0.4926639045673969,-8835.504327700251,2.2363657278565263,0.6128687011734038,0.420275744209899,194119592.8892117,7828724.392113993,0.5956099986115735
2012-11,0.7720126133744856,569.608,0.5167889655839224,1193.1454685836354,9.45294001963311,338035598.436568,18237587.45372403,14.392563820401714,284750813.90395,39827878.78316128,275508588.2131033,2387521147.931604,2739037472.979794,5448173514.341436,257747763.3805501,21531292.60617133,611477539.9526107,715959922.332587,272656548322.1877,18957890583.14461,737556130.2109097,323191960018.03815,3999805.7631887216,629720268.6244316,1196013819.1998818,8172568000.763584,8715301342.491684,17067941.68808742,59549109.85074344,33741247.565139234,181799714.591384,430250191.3369664,10935996686.817028,65378712758.27504,123521410820.78264,173829164765.70856,1594658287.1280496,0.0,25561538924.43447,26614570486.209667,1.3601542735489027,2.338134791458633,1.1229615263484822,0.8891431053693963,3.70640350009386,0.0,0.0,0.4285941762403358,0.0,481647406598.1029,1318005914.7450356,0.0,42017145950.82837,120239347238.02403,0.4912755604377996,-8581.940757744464,2.249359243852222,0.8852303174292789,0.44717948920874,194215302.8215782,7830234.28190333,0.6005163471467005
2012-12,0.7721555524223719,527.422,0.5193867544247381,1189.9902964149178,9.491204117241516,338428136.25416094,18222086.9756902,14.389821669457868,284750649.45075023,40194566.703135714,273941045.4483612,2361223426.453321,2773820436.404492,5392461395.753701,250692701.24264812,24416511.357631102,600697333.697302,704791554.677603,276014123444.8545,19207124187.44599,737067018.048124,325507963461.92786,4631319.054900677,649699280.7922453,1230790024.5988967,8226310342.926191,8780311868.196787,17071852.854939163,76425399.97519618,33402137.909432173,193282715.0306528,462039416.3940328,10976041415.417044,65532558519.88339,125307524536.605,175928136247.86157,1580449499.252241,0.0,25638459937.768665,26651829716.892586,1.3648937247783537,2.329445754597179,1.1400607901789792,0.8988087567905121,3.759853124705985,0.0,0.0053369226631813,0.4414330713835097,0.0,483598117794.1775,1315363867.0363135,0.0,42585682329.31237,122268393211.03516,0.4951952296466009,-8544.01174850321,2.257490310710041,0.6836336087568325,0.4479600832678483,194311012.75394467,7831744.1716926675,0.5956513693421339
2013-1,0.7722984914702581,560.056,0.5221863719862307,1187.7341752322477,9.529468214849922,338820674.0717538,18206586.497656364,14.38707951851402,284750484.9975504,40578113.55966404,272287815.85462403,2333653132.9781995,2809025329.6298103,5333825104.319468,243348262.34524813,27413853.37063904,589465601.4199456,693184502.5359584,279423451622.4019,19461092883.09439,736546402.782011,327810913748.86804,5286201.985123297,670293209.7729495,1266497796.5239131,8280044530.728811,8845726650.371868,17075784.07924116,93987377.18341611,33198042.64637172,205405906.18139923,494911084.2001017,11016719680.125263,65696805665.56805,127129555138.36812,178053123697.16022,1565265568.5370648,0.0,25715419472.52668,26687534454.763927,1.3698825289683636,2.320506302739631,1.1579557741435178,0.90854498607206,3.81528505607361,0.0157230336798913,0.048627146051236,0.4551762976900808,0.0,485470682720.6822,1312584344.9936569,0.0,43163571966.00669,124351904037.64128,0.5046931182782365,-8401.94723497529,2.2677230439962424,0.6001335188895731,0.4466402817276171,194406722.6863112,7833254.061482005,0.6113594968254873
2013-2,0.7723977865499126,513.715,0.5233931096446122,1186.6546811651533,9.567320168264825,339106217.6727936,18187689.82945427,14.384064816199489,284712459.10304224,40978749.829449534,270547679.4246013,2304792510.1468506,2844654545.6985245,5272223237.802277,235710564.6356665,30524800.54046956,577776253.2858983,681132949.5792977,282884923553.82697,19719840815.74671,735993821.3996122,330100254177.2382,5964759.202376596,691509724.3643068,1303148186.7055223,8333763879.202429,8911543128.1016,17079735.174253937,112244221.77279052,33131299.121459786,218178475.08570585,528878934.00608265,11058036871.251633,65871608130.3708,128987852611.12505,180204264009.9434,1549092028.3253143,0.0,25792407039.62928,26721652959.060062,1.3751242253537628,2.311313364190987,1.1766574775035386,0.918351591326521,3.872725390071353,0.0413643512961987,0.0935376550284688,0.4698373228228538,0.0,487263494434.4182,1309665401.8653042,0.0,43750890991.9497,126490524732.51138,0.5124255618774355,-7683.858924014924,2.2834910014644234,0.7074393944091001,0.44956565047477,194494304.85081053,7833744.844245157,0.6049217884945463
2013-3,0.7724970816295673,553.798,0.525026199743976,1186.660195138565,9.605172121679724,339391761.27383333,18168793.16125218,14.381050113884951,284674433.20853406,41396705.989195496,268719416.15100217,2274623800.5998883,2880710477.653408,5207614393.965673,227775726.06122,33750834.76239708,565623199.4605169,668631079.4792652,286398929938.1267,19983412131.059826,735408810.887969,332375428045.418,6667295.355180574,713356493.3640816,1340752246.8743176,8387461703.378023,8977758740.470665,17083705.953238018,131205114.04070812,33204244.68019825,231609608.78565583,563956705.0628877,11099998379.1061,66057119849.333374,130882766939.92856,182381694082.55,1531914411.9597862,208407653.88080207,25869412149.997208,26754153489.01737,1.380622353169381,2.301863867256246,1.1961768995204825,0.928228370666376,3.9322002225738286,0.0682168914336673,0.140089515357909,0.4854296144446332,0.0,488974945992.1865,1306605090.8994944,0.0,44347715538.179794,128684900310.3144,0.5277338631085374,-7874.357530363,2.30250674180213,0.7231039597573724,0.4689655756860415,194581887.01530987,7834235.627008309,0.6055953327124688
2013-4,0.7725963767092219,623.269,0.5266872779102734,1182.818041265066,9.643024075094628,339677304.8748731,18149896.493050084,14.37803541157042,284636407.3140259,41832212.51560516,266801806.026536,2243129246.9779253,2917195518.5372367,5139957170.573196,219539864.569225,37093437.93169618,553000350.1091573,655673075.9075058,289965861474.29834,20251850974.690628,734790908.2341232,334635878651.78674,7394115.092055274,735841185.570036,1379321028.7608912,8441131318.286579,9044370926.56374,17087696.22945392,150879234.28455612,33419216.66808892,245708494.3233322,600158136.6214287,11142609593.998615,66253494757.49757,132814648109.83163,184585550811.31863,1513718252.7832737,484456603.0656047,25946424314.55122,26785004303.872227,1.3863804516500482,2.292154740240405,1.2165250394557896,0.9381751222041066,3.993735649455653,0.0962972491077183,0.1883037928025876,0.5019666402182258,0.0,490603430450.7882,1303401465.3444655,0.0,44954121735.73535,130935675785.71936,0.5336755979317418,-7983.55089917278,2.328894103495439,0.7189617973484183,0.4808492138370067,194669469.17980924,7834726.409771461,0.6049377101169569
2013-5,0.7726956717888764,623.44,0.5277573520988988,1180.1508311240889,9.68087602850953,339962848.47591287,18130999.824847996,14.375020709255883,284598381.4195177,42285499.88538181,264793629.0439118,2210291091.921575,2954112061.392785,5069210165.388395,210999098.10699823,40554091.94364126,539901615.3971767,642253122.5356631,293586108861.3389,20525201492.296,734139650.4251162,336881049294.7242,8145523.061520698,758971469.7799343,1418865584.0958357,8494766038.95908,9111377125.465498,17091705.816162176,171275762.80172285,33778552.4306339,260484318.7408191,637496967.9326154,11185875906.239128,66460886789.90512,134783846105.88722,186815971092.58844,1494489084.138573,770606244.0471046,26023433044.212067,26814173662.861004,1.3924020600305935,2.2821829114484635,1.2377128965709012,0.9481916440521928,4.057357766591443,0.1256220193337753,0.2382015531255338,0.5194618678064361,0.0073774521452329,492147340867.0244,1300052578.448457,0.0,45570185715.65479,133243496173.3952,0.5388021137696795,-7615.094274633246,2.34263188987848,0.7142694802829325,0.4901839320084706,194757051.34430856,7835217.192534613,0.6092086325659531
2013-6,0.772794966868531,580.818,0.5282254376456321,1175.9901300589968,9.718727981924433,340248392.07695264,18112103.156645898,14.37200600694135,284560355.5250095,42756798.575228736,262693665.19583908,2176091578.071452,2991462499.2628274,4995331976.174809,202149544.621856,44134278.69350677,526320905.489931,628365403.035382,297260062798.24554,20803507829.53282,733454574.4479896,339110383272.60974,8921823.912096862,782755014.7915387,1459396964.6097434,8548359180.426506,9178774776.260618,17095734.526623305,192403879.8895968,34284589.3133347,275946269.08019906,675986938.2473605,11229802706.137585,66679449881.59781,136790710913.1482,189073091822.6981,1474212439.3684793,1066984742.8911502,26100427849.900497,26841629825.22008,1.398690717545848,2.2719453091854187,1.259751470127258,0.9582777343231168,4.123092669855816,0.1562077971272595,0.2898038620897774,0.5379287648720683,0.0183415820535132,493605070297.6961,1296556483.4597068,0.0,46195983608.976456,135609006488.01093,0.5488843980670126,-7352.877238643337,2.363408595693961,0.6063186036765393,0.4977501851159618,194844633.508808,7835707.975297765,0.6003939469641899
2013-7,0.7728942619481856,678.442,0.5286927044984265,1172.9060576057768,9.756579935339332,340533935.6779924,18093206.488443807,14.368991304626816,284522329.6305013,43246339.0618492,260500694.47502697,2140512948.0681667,3029249225.19014,4918281200.695984,192987322.06111524,47835480.07656711,512252130.552777,614004101.0783069,300988113984.0154,21086814132.05799,732735217.2897848,341323323883.823,9723322.292303769,807199489.4026132,1500926222.0332077,8601904057.719843,9246561318.03378,17099782.17409783,214272765.84556508,34939664.661693335,292103532.38355565,715641786.8165734,11274395384.003937,66909337967.6174,138835592516.66748,191357049897.98645,1452873851.815786,1373720265.6635594,26177398242.53727,26867341050.18584,1.4052499634306406,2.261438861756269,1.2826517593863005,0.9684331911293584,4.190966455123385,0.1880711775035947,0.343131785458348,0.5573807990779299,0.0299041663680943,494975011799.6044,1292911233.6264534,0.0,46831591546.73877,138032851744.23547,0.5580294451821031,-7192.841626570655,2.393575578288626,0.6146829914853935,0.4941458500105189,194932215.6733073,7836198.758060917,0.588257252871006
2013-8,0.7729935570278402,680.488,0.5297850920637204,1166.2403582541892,9.794431888754236,340819479.2790322,18074309.820241712,14.365976602312282,284484303.7359931,43754351.82194648,258213496.87418485,2103537444.5523355,3067474632.217495,4838016436.715459,183508548.3720924,51659177.98809687,497689200.75107145,599163400.3360823,304770653117.64545,21375164545.52839,731981115.9375435,343519314426.7436,10550322.850661453,832312562.4109204,1543464408.0968206,8655393985.870071,9314734189.869656,17103848.571846277,236891600.9670165,35746115.821211755,308965295.69297147,756475252.8911672,11319659330.148129,67150704983.00566,140918840901.49805,193667982214.7924,1430458854.8232903,1690940978.43018,26254333733.043133,26891275596.99464,1.4120833369198014,2.2506604974660127,1.306424763609469,0.9786578125833996,4.261005218268769,0.2212287554782019,0.3982063889942755,0.5778314380868238,0.0420734188999911,496255558429.5505,1289114882.196936,0.0,47477085659.9801,140515676956.73782,0.5639348917935356,-6960.548770036087,2.4314858886849344,0.7815049760427922,0.4993334599921049,195019797.83780667,7836689.54082407,0.590312709374934
2013-9,0.7730928521074948,652.39,0.5307016119244716,1159.075705809123,9.832283842169137,341105022.88007194,18055413.152039617,14.362961899997748,284446277.8414849,44281067.33222385,255830852.3860218,2065147310.164568,3106141113.38767,4754496281.99678,173709341.50210398,55606854.32337044,482626026.2501704,583837484.4803524,308608070898.1329,21668603215.6009,731191807.3783072,345697798199.7509,11403130.235689923,858101902.6142242,1587022574.531175,8708822279.908176,9383290830.852924,17107933.533129174,260269565.55133823,36706280.13739175,326540746.0505308,798501075.7220511,11365599934.880108,67403704862.80434,143040806052.69275,196006025669.4547,1406952981.733785,2018775047.2568307,26331223832.33884,26913401724.882866,1.4191943772481603,2.239607144619648,1.331081482058205,0.9889513967977208,4.333235055166585,0.2556971260665052,0.4550487384605896,0.5992941495615575,0.0548575534602202,497445103244.33527,1285165482.4193928,0.0,48132542079.73886,143058127140.18698,0.5721649314585118,-6847.000952014708,2.4711648234950228,0.804220606343285,0.518698005154016,195107380.00230604,7837180.323587221,0.5883789943968316
2013-10,0.7731921471871493,682.758,0.5310194068768279,1153.0847230231464,9.87013579558404,341390566.4811117,18036516.483837526,14.359947197683212,284408251.9469767,44826716.06938458,253351541.0032472,2025324787.54548,3145251061.7434382,4667679334.303493,163585819.39846662,59679990.97766228,467056517.21543074,568020537.1827618,312500758024.47473,21967174287.932407,730366828.5991174,347858218501.2246,12282049.095909197,884575178.8102875,1631611773.0668633,8762182254.865139,9452228680.068266,17112036.871207036,284415839.89591867,37822494.95573521,344839070.49831647,841732994.5601373,11412222588.509829,67668491542.055214,145201837955.30453,198371317158.31223,1382341765.8900657,2357350638.209351,26408058051.34514,26933687693.08689,1.4265866236505471,2.2282757315221726,1.3566329139939486,0.999313741884803,4.407682061691448,0.2914928842839261,0.5136798996203202,0.6217824011649351,0.0682647838597971,498542039300.7599,1281061087.5420623,0.0,48798036937.05342,145660847309.2519,0.584033531345466,-6919.499864502943,2.512916253999241,0.5493947941730588,0.5267204103521198,195194962.1668054,7837671.106350373,0.586680702681813
2013-11,0.773291442266804,590.151,0.529456728878577,1144.7291476420116,9.90798774899894,341676110.0821515,18017619.81563543,14.356932495368678,284370226.05246854,45391528.51013196,250774342.7185703,1984052119.3356848,3184806870.327575,4577524191.399135,153134100.00849682,63880069.846246846,450974583.81220907,551706742.114955,316449105195.6681,22270921908.1798,729505716.5870157,350000018629.5442,13187384.079839284,911740059.7968729,1677243055.434478,8815467225.771942,9521545176.600355,17116158.399340395,309339604.2981463,39097097.62174398,363869456.078411,886184748.656338,11459532681.34723,67945218955.80005,147402286594.38632,200763993577.70383,1356610740.634929,2706795917.3535824,26484825900.982788,26952101760.843094,1.4342636153617918,2.216663186478585,1.383090058678141,1.0097446459571275,4.484372333717975,0.3286326251458863,0.5741209382364969,0.6453096605597612,0.0823033239097373,499544759655.6256,1276799750.8131838,0.0,49473646362.96217,148324482478.6015,0.5955117370578658,-6561.5305368475965,2.551397636335105,0.492337346751902,0.5382245752764477,195282544.3313048,7838161.889113526,0.5879491241011995
2013-12,0.7733907373464586,486.646,0.5278139108873608,1139.197190319854,9.945839702413842,341961653.68319124,17998723.14743334,14.353917793054144,284332200.1579604,45975735.13116924,248098037.52470028,1941311548.1757927,3224810932.182856,4483989451.047254,142350301.2795112,68208572.82439853,434374136.20586175,534890282.9485761,320453503110.71027,22579890221.99997,728608008.3290436,352122641883.0892,14119439.836000184,939604214.3717446,1723927473.364612,8868670507.659569,9591237759.533869,17120297.930789772,335050039.05540806,40532425.48092008,383641089.83289886,931870077.261562,11507535603.702272,68234041039.080605,149642501954.99103,203184191823.9684,1329745439.311167,3067239050.7553425,26561516892.17253,26968612187.38785,1.4422288916167243,2.204766437793884,1.4104639153722225,1.020243907127175,4.563331967120779,0.3671329436678101,0.6363929200721496,0.6698893954088428,0.0969813874210573,500451657365.7332,1272379525.4809954,0.0,50159446488.5035,151049677662.90485,0.6067679747989635,-4496.194346034222,2.592147308610895,0.6011934181917633,0.5418554668499356,195370126.4958041,7838652.671876677,0.5824479358950329
